"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
16329,"Partanen 1996","https://pubmed.ncbi.nlm.nih.gov/8936563/","Digoxin + Itraconazol in Part 1","Digoxin","Itraconazole","PO","PO","Reversible_Inhibition","serum",NA,NA,NA,NA,1.634,"Approx. Avg",NA,NA,"456","480","216","240","h",NA,"concentration 12h after administration","200",NA,"mg","PO","S12-T24-R10","h","MD",NA,"Capsules",NA,NA,NA,NA,NA,NA,NA,NA
16330,"Partanen 1996","https://pubmed.ncbi.nlm.nih.gov/8936563/","Digoxin + Itraconazol in Part 2","Digoxin","Itraconazole","PO","PO","Reversible_Inhibition","serum",NA,NA,NA,NA,1.966,"Approx. Avg",NA,NA,"216","240","456","480","h",NA,"concentration 12h after administration","200",NA,"mg","PO","S252-T24-R10","h","MD",NA,"Capsules",NA,NA,NA,NA,NA,NA,NA,NA
16333,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/G2677C/C3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","Urine",1.192,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16334,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/G2677C/C3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Urine",1.077,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16335,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","T/T2677T/T3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","Urine",1,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16336,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","T/T2677T/T3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Urine",0.95,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16337,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/T2677C/T3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","Urine",1,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16338,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/T2677C/T3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Urine",0.84,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",0.5,"1/CLR","400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16401,"Greiner 1999","https://www.ncbi.nlm.nih.gov/pubmed/10411543","po with Perpetrator (Rifampicin)","Digoxin","Rifampicin","PO","PO","Induction","Urine",1,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","240","inf","h",1,"1/CLR ratio","600",NA,"mg","PO","S0-T24-R16","h","MD OD (16 days)","MD","rifampin","RIFA Grünenthal GmbH",NA,NA,NA,NA,NA,NA,NA
16403,"Greiner 1999","https://www.ncbi.nlm.nih.gov/pubmed/10411543","iv with Perpetrator (Rifampicin)","Digoxin","Rifampicin","IV","PO","Induction","Urine",1.02721088435374,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","240","inf","h",1,"1/CLR ratio","600",NA,"mg","PO","S0-T24-R16","h","MD OD (16 days)","MD","rifampin","RIFA Grünenthal GmbH",NA,NA,NA,NA,NA,NA,NA
274,"Jalava 1997","https://www.ncbi.nlm.nih.gov/pubmed/9421099","po with Perpetrator (Itraconazole)","Digoxin","Itraconazole","PO","PO","Reversible_Inhibition","Urine",1.25,"arith. mean",NA,NA,NA,NA,NA,NA,"0","inf","49","inf","h",1,"1/CLR ratio","200",NA,"mg","PO","0-24-48-72-96","h","MD OD (5 days)",NA,NA,"Sporanox 100-mg caps, Janssen Pharmaceuticals, Beerse, Belgium",NA,120,NA,NA,NA,NA,NA
16409,"Rengelshausen 2003","https://pubmed.ncbi.nlm.nih.gov/12848773/","0.01mg/kg iv with clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Plasma",1.18518518518519,"Approx Avg",NA,NA,NA,NA,NA,NA,"0","24","26","50","h",1,NA,"250",NA,"mg","PO","S0-T12-R6","h","MD BID (3 days)","MD BID Day 1-3",NA,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",NA,NA,"Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.",NA,NA,NA,"Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn."
16411,"Rengelshausen 2003","https://pubmed.ncbi.nlm.nih.gov/12848773/","0.75mg/kg po with clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","Plasma",1.64285714285714,"Approx Avg",NA,NA,1.83333333333333,"Approx. Avg",NA,NA,"0","24","24.5","48.5","h",1,NA,"250",NA,"mg","PO","S0-T12-R6","h","MD BID (3 days)","MD BID Day 1-3",NA,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",NA,NA,"Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.",NA,NA,NA,"Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn."
16413,"Rengelshausen 2003","https://pubmed.ncbi.nlm.nih.gov/12848773/","0.75mg/kg po with clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","Urine",1.2,"Approx Avg",NA,NA,NA,NA,NA,NA,"0","24","24.5","48.5","h",1,"1/CLR ratio","250",NA,"mg","PO","S0-T12-R6","h","MD BID (3 days)","MD BID Day 1-3",NA,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",NA,NA,"Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.",NA,NA,NA,"Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn."
16501,"Mueller 2009","https://pubmed.ncbi.nlm.nih.gov/18762932/","Midazolam after St. John's Wort","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.85,"Geom. mean","0.77, 0.95 ","90% confidence interval",0.93,"Geom. mean",NA,NA,"0","inf","312","inf","h",1,NA,"0.06",NA,"mg","PO","S0-T12-R28","h",NA,NA,"St John's Wort Extract	","capsules containing 500 mg Hyperici herba (Pharmacopoea Europaea) powder provided by Kneipp Werke, Würzburg, Germany.",NA,NA,NA,NA,NA,NA,NA
16512,"Hall 2003","https://pubmed.ncbi.nlm.nih.gov/14663455/","Midazolam with Hyperforin, IV dosing","Midazolam","Hyperforin","IV","PO","Induction","Plasma",0.96,"Geom. mean","0.86, 1.05","90% confidence interval",NA,NA,NA,NA,"1","inf","505","inf","h",1,NA,"8.9",NA,"mg","PO","S0-(S0-T6-R3)-T24-R28","h",NA,"300 mg 3 times a day with food from day 1 through day 28.; 8.9 +- 0.4 mg hyperforin per capsule","St John's Wort Extract	","Rexall-Sundown Pharmaceuticals, Boca Raton, Fla",NA,NA,NA,"fed",NA,NA,NA
16513,"Hall 2003","https://pubmed.ncbi.nlm.nih.gov/14663455/","Midazolam with Hyperforin, PO dosing","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.65,"Geom. mean","0.49, 0.81","90% confidence interval",0.84,"Geom. mean",NA,NA,"1","inf","529","inf","h",1,NA,"8.9",NA,"mg","PO","S0-(S0-T6-R3)-T24-R28","h",NA,"300 mg 3 times a day with food from day 1 through day 28.; 8.9 +- 0.4 mg hyperforin per capsule","St John's Wort Extract	","Rexall-Sundown Pharmaceuticals, Boca Raton, Fla",NA,NA,NA,"fed",NA,NA,NA
16515,"Gurley 2008b","https://pubmed.ncbi.nlm.nih.gov/18214850/","Digoxin with Hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Serum",0.769,"Approx. avg",NA,NA,0.643,"Approx. Avg",NA,NA,"0","24","312","336","h",1,NA,"8",NA,"mg","PO","S0-(S0-T6-R3)-T24-R14","h",NA,"Times of administration are an assumption; information given is ""three times daily""","St John's Wort Extract	","lot # 530812, standardized extract WS 5572 (3% Hyperforin) from Nature's Way Products, (Springville, UT)",NA,NA,NA,NA,NA,NA,NA
16517,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: LI 160)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.2,"Geom. mean","0.09, 0.32","90% confidence interval",0.35,"Geom. mean","0.13, 0.57","90% confidence interval","0","12","312","324","h",1,NA,"13.75",NA,"mg","PO","S0-(S0-T6-R3)-T24-R15","h",NA,NA,"St John's Wort Extract	","Coated tablet: LI 160 (Jarsin 300, batch 02013320; Lichtwer Pharma, Berlin, Germany)",NA,NA,NA,"fed",NA,NA,"taken with breakfast, lunch and evening meal"
16519,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: Hypericum powder type B 2.7 g/day)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.79,"Geom. mean","0.70, 0.87","90% confidence interval",1.01,"Geom. mean","0.56, 1.46","90% confidence interval","0","12","312","324","h",1,NA,"4.3333333333333335E-2",NA,"mg","PO","S0-(S0-T6-R3)-T24-R16","h",NA,NA,"St John's Wort Extract	","Coated tablet: Hypericum powder type B 2.7 g/day (Kneipp Werke, Würzburg, Germany)",NA,NA,"administered as 3 tablets","fed",NA,NA,"taken with breakfast, lunch and evening meal"
16521,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: Hypericum powder type A 2.7 g/day)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.52,"Geom. mean","0.42, 0.62","90% confidence interval",0.61,"Geom. mean","0.30, 0.92","90% confidence interval","0","12","312","324","h",1,NA,"4.0200000000000005",NA,"mg","PO","S0-(S0-T6-R3)-T24-R17","h",NA,NA,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 2.7 g/day (Kneipp Werke, Würzburg, Germany)",NA,NA,"administered as 3 tablets","fed",NA,NA,"taken with breakfast, lunch and evening meal"
16523,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: Hypericum powder type A 1.8 g/day)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.62,"Geom. mean","0.47, 0.77","90% confidence interval",0.7,"Geom. mean","0.58, 0.82","90% confidence interval","0","12","312","324","h",1,NA,"2.6799999999999997",NA,"mg","PO","S0-(S0-T6-R3)-T24-R18","h",NA,NA,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 1.8 g/day (Kneipp Werke, Würzburg, Germany)",NA,NA,"administered as 2 tablets","fed",NA,NA,"taken with breakfast, lunch and evening meal"
16525,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: Hypericum powder type A 1.2 g/day)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.68,"Geom. mean","0.58, 0.78","90% confidence interval",0.66,"Geom. mean","0.39, 0.92","90% confidence interval","0","12","312","324","h",1,NA,"2.68",NA,"mg","PO","S0-T12-R28","h",NA,NA,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 1.2 g/day (Kneipp Werke, Würzburg, Germany)",NA,NA,"administered as 2 tablets","fed",NA,NA,"taken with breakfast and evening meal"
16527,"Mueller 2006","https://pubmed.ncbi.nlm.nih.gov/16341856/","Midazolam with hyperforin (group: Hypericum powder type A 0.6 g/day)","Midazolam","Hyperforin","PO","PO","Induction","Plasma",0.78,"Geom. mean","0.63, 0.95","90% confidence interval",1.09,"Geom. mean","0.63, 1.55","90% confidence interval","0","12","312","324","h",1,NA,"1.34",NA,"mg","PO","S0-T12-R28","h",NA,NA,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 0.6 g/day (Kneipp Werke, Würzburg, Germany)",NA,NA,NA,"fed",NA,NA,"taken with breakfast and evening meal"
16529,"Arold 2005","https://pubmed.ncbi.nlm.nih.gov/15856409/","Study A - Alprazolam with Hyperforin","Alprazolam","Hyperforin","PO","PO","Induction","Plasma",0.919,"Approx. avg",NA,NA,NA,NA,NA,NA,"0","24","216","240","h",1,NA,"1.76",NA,"mg","PO","S0-T12-R19","h",NA,"Administration as 2 capsules","St John's Wort Extract	","Esbericum® capsules",NA,NA,NA,"fed",NA,NA,"fasted for last dose"
16533,"Arold 2005","https://pubmed.ncbi.nlm.nih.gov/15856409/","Study B - Digoxin with Hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,"48","72","288","312","h",NA,NA,"1.76",NA,"mg","PO","S72-T12-R19","h",NA,"Administration as 2 capsules","St John's Wort Extract	","Esbericum® capsules",NA,NA,NA,"fed",NA,NA,"fasted for last dose"
16539,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","study part 1 - LI160 (~28.9mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.752,"Arith. mean","0.717, 0.787","95% confidence interval",0.63,"Arith. mean","0.58, 0.68","95% confidence interval","144","168","480","504","h",1,NA,"9.6333333333333329",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.","St John's Wort Extract	","coated tablet (Jarsin 300, Lichtwer Pharma)",NA,NA,NA,NA,NA,NA,NA
16541,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","study part 1 - Hypericum powder type A, 4 g/d (~21.1mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.734,"Arith. mean","0.627, 0.841","95% confidence interval",0.62,"Arith. mean","0.52, 0.82","95% confidence interval","144","168","480","504","h",1,NA,"7.0333333333333341",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 4 capsules.","St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",NA,NA,NA,NA,NA,NA,NA
16543,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","study part 1 - Hypericum powder type A, 2 g/d (~10.6mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.823,"Arith. mean","0.784, 0.863","95% confidence interval",0.79,"Arith. mean","0.6, 0.98","95% confidence interval","144","168","480","504","h",1,NA,"3.5333333333333332",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 4 capsules.","St John's Wort Extract	","capsule with 166mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",NA,NA,NA,NA,NA,NA,NA
16547,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Hypericum powder type A, 1 g/d (~5.3mg/d hyperforin) -  with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.982,"Arith. mean","0.878, 1.087","95% confidence interval",0.95,"Arith. mean","0.68, 1.22","95% confidence interval","144","168","480","504","h",1,NA,"1.7666666666666666",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.","St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",NA,NA,NA,NA,NA,NA,NA
16549,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Hypericum powder type A, 0.5 g/d (~2.6mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",1.015,"Arith. mean","0.878, 1.152","95% confidence interval",1.15,"Arith. mean","1.04, 1.26","95% confidence interval","144","168","480","504","h",1,NA,"0.8666666666666667",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.","St John's Wort Extract	","capsule with 166mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",NA,NA,NA,NA,NA,NA,NA
16551,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Hypericum oil extract (~0.13mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.948,"Arith. mean","0.878, 1.019","95% confidence interval",0.96,"Arith. mean","0.8, 1.12","95% confidence interval","144","168","480","504","h",1,NA,"4.3333333333333335E-2",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 capsules.","St John's Wort Extract	","soft gelatin capsule containing 200 mg Hypericum oil extract (drug extract ratio, 0.075:1) from Boerner GmbH, Berlin, Germany (Johanniskrautoel-Kapseln S, batch No. 281101401)",NA,NA,NA,NA,NA,NA,NA
16553,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Tea (~0.04mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.997,"Arith. mean","0.905, 1.09","95% confidence interval",1.04,"Arith. mean","0.85, 1.23","95% confidence interval","144","168","480","504","h",1,NA,"0.02",NA,"mg","PO","S168.5-T12-R28","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 cup.","St John's Wort Extract	","Sidroga Johanniskraut, batch No. 93716118; Sidroga, Bremen, Germany) prepared from 1 tea filter bag (1.75 g Herba hyperici) soaked in 150 mL of boiling water for 10min",NA,NA,NA,NA,NA,NA,NA
16557,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Hypericum powder type B, 2 g/d (~0.3mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.91,"Arith. mean","0.82, 1.001","95% confidence interval",0.86,"Arith. mean","0.76, 0.96","95% confidence interval","144","168","480","504","h",1,NA,"9.9999999999999992E-2",NA,"mg","PO","S168.5-T8-R42","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 capsules.","St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",NA,NA,NA,NA,NA,NA,NA
16559,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","Fresh plant juice (~3.56mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.927,"Arith. mean","0.866, 0.987","95% confidence interval",0.95,"Arith. mean","0.85, 1.05","95% confidence interval","144","168","480","504","h",1,NA,"1.78",NA,"mg","PO","S168.5-T12-R28","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 times 10mL.","St John's Wort Extract	","fresh plant juice (Kneipp Johanniskrautsaft, batch No. 915768/928379/933039) was provided by Kneipp-Werke",NA,NA,NA,NA,NA,NA,NA
16561,"Mueller 2004","https://pubmed.ncbi.nlm.nih.gov/15179409/","ZE 117 (~ca-0.38mg/d hyperforin) - with hyperforin","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.944,"Arith. mean","0.87, 1.017","95% confidence interval",0.96,"Arith. mean","0.85, 1.07","95% confidence interval","144","168","480","504","h",1,NA,"0.19",NA,"mg","PO","S168.5-T12-R28","h",NA,"Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 tablet.","St John's Wort Extract	","coated tablet (Remotiv (Bayer Vital, batch GACER1; Bayer, Leverkusen, Germany))",NA,NA,NA,NA,NA,NA,NA
16566,"Tannergren 2004","https://pubmed.ncbi.nlm.nih.gov/15060508/","R-verapamil with hyperforin","R-Verapamil","Hyperforin","regional single-pass perfusion of the proximal jejunum","PO","Induction","Plasma",0.22,"Arith. mean","0.18","Arith. SD",0.24,"Arith. mean","0.19","Arith. SD","0","inf","336","inf","h",1,NA,"13.5",NA,"mg","PO","S0-T8-R42","h",NA,"St John’s wort extract contained 3% to 6% hyperforin","St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",NA,NA,NA,NA,NA,NA,NA
16567,"Tannergren 2004","https://pubmed.ncbi.nlm.nih.gov/15060508/","S-verapamil with hyperforin","S-Verapamil","Hyperforin","regional single-pass perfusion of the proximal jejunum","PO","Induction","Plasma",0.2,"Arith. mean","0.19","Arith. SD",0.22,"Arith. mean","0.18","Arith. SD","0","inf","336","inf","h",1,NA,"13.5",NA,"mg","PO","S0-T8-R42","h",NA,"St John’s wort extract contained 3% to 6% hyperforin","St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",NA,NA,NA,NA,NA,NA,NA
16568,"Tannergren 2004","https://pubmed.ncbi.nlm.nih.gov/15060508/","R-norverapamil with hyperforin","R-Norverapamil","Hyperforin","regional single-pass perfusion of the proximal jejunum","PO","Induction","Plasma",0.49,"Arith. mean","0.32","Arith. SD",0.68,"Arith. mean","0.52","Arith. SD","0","inf","336","inf","h",1,NA,"13.5",NA,"mg","PO","S0-T8-R42","h",NA,"St John’s wort extract contained 3% to 6% hyperforin","St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",NA,NA,NA,NA,NA,NA,NA
16569,"Tannergren 2004","https://pubmed.ncbi.nlm.nih.gov/15060508/","S-norverapamil with hyperforin","S-Norverapamil","Hyperforin","regional single-pass perfusion of the proximal jejunum","PO","Induction","Plasma",0.37,"Arith. mean","0.21","Arith. SD",0.72,"Arith. mean","0.73","Arith. SD","0","inf","336","inf","h",1,NA,"13.5",NA,"mg","PO","S0-T8-R42","h",NA,"St John’s wort extract contained 3% to 6% hyperforin","St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",NA,NA,NA,NA,NA,NA,NA
16571,"Wang 2001","https://pubmed.ncbi.nlm.nih.gov/11673747/","IV Midazolam after short-term hyperforin","Midazolam","Hyperforin","IV","PO","Induction","Serum",0.9303001,"Approx. avg",NA,NA,NA,NA,NA,NA,"1","inf","1","inf","h",1,NA,"33",NA,"mg","PO","0-24","h","1h before midazolam",NA,"St John's Wort Extract	","Sundown herbal products, 300mg",NA,NA,NA,"1h after breakfast",NA,NA,NA
16572,"Wang 2001","https://pubmed.ncbi.nlm.nih.gov/11673747/","IV Midazolam after long-term hyperforin","Midazolam","Hyperforin","IV","PO","Induction","Serum",0.78606,"Approx. avg",NA,NA,NA,NA,NA,NA,"1","inf","385","inf","h",1,NA,"33mg day 1 and2, later 11mg",NA,"mg","PO","33mg:0-24; 11mg: S48-(S0-T6-R3)-T24-R17","h","1h before midazolam","""14 to 15 additional days of St Johns Wort before part 3 started"", therefore R17; The volunteers continued St Johns Wort 3times a day with meals until the final blood sample was obtained.","St John's Wort Extract	","Sundown herbal products, 300mg",NA,NA,NA,"1h after breakfast",NA,NA,NA
16574,"Wang 2001","https://pubmed.ncbi.nlm.nih.gov/11673747/","PO Midazolam after short-term hyperforin","Midazolam","Hyperforin","PO","PO","Induction","Serum",0.7931873,"Approx. avg",NA,NA,0.6716418,"Approx. Avg",NA,NA,"1","inf","25","inf","h",1,NA,"33",NA,"mg","PO","0-24","h","1h before midazolam",NA,"St John's Wort Extract	","Sundown herbal products, 300mg",NA,NA,NA,"1h after breakfast",NA,NA,NA
16575,"Wang 2001","https://pubmed.ncbi.nlm.nih.gov/11673747/","PO Midazolam after long-term hyperforin","Midazolam","Hyperforin","PO","PO","Induction","Serum",0.4768856,"Approx. avg",NA,NA,0.5746269,"Approx. Avg",NA,NA,"1","inf","409","inf","h",1,NA,"33mg day 1 and2, later 11mg",NA,"mg","PO","33mg:0-24; 11mg: S48-(S0-T6-R3)-T24-R17","h","1h before midazolam","""14 to 15 additional days of St Johns Wort before part 3 started"", therefore R17; The volunteers continued St Johns Wort 3times a day with meals until the final blood sample was obtained.","St John's Wort Extract	","Sundown herbal products, 300mg",NA,NA,NA,"1h after breakfast",NA,NA,NA
16584,"Johne 1999","https://pubmed.ncbi.nlm.nih.gov/10546917/","Digoxin after SD St John's Wort","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.994,"Approx. avg",NA,NA,1.105,"Approx. Avg",NA,NA,"96","120","120","144","h",1,NA,"55.11",NA,"mg","PO","120","h",NA,NA,"St John's Wort Extract	","coated tablet (Jarsin 300, batch No. 97050277,Lichtwer Pharma AG, Berlin)",NA,NA,NA,NA,NA,NA,NA
16585,"Johne 1999","https://pubmed.ncbi.nlm.nih.gov/10546917/","Digoxin after MD St John's Wort","Digoxin","Hyperforin","PO","PO","Induction","Plasma",0.725,"Approx. avg",NA,NA,0.737,"Approx. Avg",NA,NA,"96","120","336","360","h",1,NA,"18.37 (days 7-9&11-15); 55.11 (day6&10)",NA,"mg","PO","55.11mg: 120-216; 18.37mg: S144-(S0-T5-R3)-T24-R3,  S240-(S0-T5-R3)-T24-R15","h","was taken three times a day at 8 AM, 1 PM, and 6 PM. On days 6 and 15, the daily dose (three coated tablets) of LI160 or placebo was administered in the morning",NA,"St John's Wort Extract	","coated tablet (Jarsin 300, batch No. 97050277,Lichtwer Pharma AG, Berlin)",NA,NA,NA,NA,NA,NA,NA
16589,"Rodin 1988","https://pubmed.ncbi.nlm.nih.gov/2967742/","2x0.25mg po md with verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Urine",0.9577,"Approx. avg",NA,NA,NA,NA,NA,NA,"312","336","312","336","h",1,"1/RenalClearanceRatio","80","74.06","mg","PO","S0-T12-R8, S96-T8-R30","h","MD: 80mg BID (4 days), 80mg TID (10 days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"On Day 14 fasted"
